,Mafia,Citizen,Police,Doctor,Mafia/Citizen,Mafia Win Rate
865,6,12,5,1,50.0000000,0.9192000
866,6,12,5,2,50.0000000,0.9185000
867,6,12,5,3,50.0000000,0.9220000
868,6,12,5,4,50.0000000,0.9199000
869,6,13,2,1,46.1538462,0.9041000
870,6,13,3,1,46.1538462,0.9097000
871,6,13,3,2,46.1538462,0.9048000
872,6,13,4,1,46.1538462,0.9083000
873,6,13,4,2,46.1538462,0.9042000
874,6,13,4,3,46.1538462,0.9092000
875,6,13,5,1,46.1538462,0.9062000
876,6,13,5,2,46.1538462,0.9105000
877,6,13,5,3,46.1538462,0.9115000
878,6,13,5,4,46.1538462,0.9093000
879,6,14,2,1,42.8571429,0.9055000
880,6,14,3,1,42.8571429,0.9053000
881,6,14,3,2,42.8571429,0.9129000
882,6,14,4,1,42.8571429,0.9104000
883,6,14,4,2,42.8571429,0.9099000
884,6,14,4,3,42.8571429,0.9044000
885,6,14,5,1,42.8571429,0.9106000
886,6,14,5,2,42.8571429,0.9058000
887,6,14,5,3,42.8571429,0.9058000
888,6,14,5,4,42.8571429,0.9106000
889,6,14,6,1,42.8571429,0.9096000
890,6,14,6,2,42.8571429,0.9110000
891,6,14,6,3,42.8571429,0.9120000
892,6,14,6,4,42.8571429,0.9081000
893,6,14,6,5,42.8571429,0.9125000
894,6,15,2,1,40.0000000,0.8954000
895,6,15,3,1,40.0000000,0.8993000
896,6,15,3,2,40.0000000,0.9005000
897,6,15,4,1,40.0000000,0.8961000
898,6,15,4,2,40.0000000,0.8977000
899,6,15,4,3,40.0000000,0.8981000
900,6,15,5,1,40.0000000,0.8974000
901,6,15,5,2,40.0000000,0.9044000
902,6,15,5,3,40.0000000,0.8986000
903,6,15,5,4,40.0000000,0.8994000
904,6,15,6,1,40.0000000,0.8997000
905,6,15,6,2,40.0000000,0.8992000
906,6,15,6,3,40.0000000,0.8995000
907,6,15,6,4,40.0000000,0.9014000
908,6,15,6,5,40.0000000,0.8980000
909,6,16,2,1,37.5000000,0.8969000
910,6,16,3,1,37.5000000,0.8976000
911,6,16,3,2,37.5000000,0.8998000
912,6,16,4,1,37.5000000,0.8957000
913,6,16,4,2,37.5000000,0.8923000
914,6,16,4,3,37.5000000,0.9010000
915,6,16,5,1,37.5000000,0.8988000
916,6,16,5,2,37.5000000,0.9024000
917,6,16,5,3,37.5000000,0.8998000
918,6,16,5,4,37.5000000,0.9034000
919,6,16,6,1,37.5000000,0.8984000
920,6,16,6,2,37.5000000,0.9028000
921,6,16,6,3,37.5000000,0.9021000
922,6,16,6,4,37.5000000,0.9023000
923,6,16,6,5,37.5000000,0.8973000
924,6,16,7,1,37.5000000,0.8991000
925,6,16,7,2,37.5000000,0.9080000
926,6,16,7,3,37.5000000,0.9024000
927,6,16,7,4,37.5000000,0.9041000
928,6,16,7,5,37.5000000,0.9020000
929,6,16,7,6,37.5000000,0.9036000
930,6,17,2,1,35.2941176,0.8854000
931,6,17,3,1,35.2941176,0.8890000
932,6,17,3,2,35.2941176,0.8898000
933,6,17,4,1,35.2941176,0.8909000
934,6,17,4,2,35.2941176,0.8946000
935,6,17,4,3,35.2941176,0.8932000
936,6,17,5,1,35.2941176,0.8903000
937,6,17,5,2,35.2941176,0.8911000
938,6,17,5,3,35.2941176,0.8898000
939,6,17,5,4,35.2941176,0.8945000
940,6,17,6,1,35.2941176,0.8893000
941,6,17,6,2,35.2941176,0.8945000
942,6,17,6,3,35.2941176,0.8948000
943,6,17,6,4,35.2941176,0.8899000
944,6,17,6,5,35.2941176,0.8916000
945,6,17,7,1,35.2941176,0.8875000
946,6,17,7,2,35.2941176,0.8912000
947,6,17,7,3,35.2941176,0.8926000
948,6,17,7,4,35.2941176,0.8985000
949,6,17,7,5,35.2941176,0.8931000
950,6,17,7,6,35.2941176,0.8986000
951,6,18,2,1,33.3333333,0.8836000
952,6,18,3,1,33.3333333,0.8899000
953,6,18,3,2,33.3333333,0.8860000
954,6,18,4,1,33.3333333,0.8884000
955,6,18,4,2,33.3333333,0.8897000
956,6,18,4,3,33.3333333,0.8880000
957,6,18,5,1,33.3333333,0.8869000
958,6,18,5,2,33.3333333,0.8885000
959,6,18,5,3,33.3333333,0.8926000
960,6,18,5,4,33.3333333,0.8943000
961,6,18,6,1,33.3333333,0.8909000
962,6,18,6,2,33.3333333,0.8923000
963,6,18,6,3,33.3333333,0.8891000
964,6,18,6,4,33.3333333,0.8935000
965,6,18,6,5,33.3333333,0.8953000
966,6,18,7,1,33.3333333,0.8982000
967,6,18,7,2,33.3333333,0.8955000
968,6,18,7,3,33.3333333,0.8974000
969,6,18,7,4,33.3333333,0.8958000
970,6,18,7,5,33.3333333,0.8992000
971,6,18,7,6,33.3333333,0.8971000
972,6,18,8,1,33.3333333,0.9006000
973,6,18,8,2,33.3333333,0.8934000
974,6,18,8,3,33.3333333,0.8976000
975,6,18,8,4,33.3333333,0.8965000
976,6,18,8,5,33.3333333,0.8926000
977,6,18,8,6,33.3333333,0.8945000
978,6,18,8,7,33.3333333,0.8921000
979,6,19,2,1,31.5789474,0.8719000
980,6,19,3,1,31.5789474,0.8812000
981,6,19,3,2,31.5789474,0.8819000
982,6,19,4,1,31.5789474,0.8760000
983,6,19,4,2,31.5789474,0.8843000
984,6,19,4,3,31.5789474,0.8816000
985,6,19,5,1,31.5789474,0.8868000
986,6,19,5,2,31.5789474,0.8816000
987,6,19,5,3,31.5789474,0.8817000
988,6,19,5,4,31.5789474,0.8796000
989,6,19,6,1,31.5789474,0.8869000
990,6,19,6,2,31.5789474,0.8828000
991,6,19,6,3,31.5789474,0.8853000
992,6,19,6,4,31.5789474,0.8916000
993,6,19,6,5,31.5789474,0.8895000
994,6,19,7,1,31.5789474,0.8810000
995,6,19,7,2,31.5789474,0.8885000
996,6,19,7,3,31.5789474,0.8802000
997,6,19,7,4,31.5789474,0.8840000
998,6,19,7,5,31.5789474,0.8811000
999,6,19,7,6,31.5789474,0.8771000
1000,6,19,8,1,31.5789474,0.8846000
1001,6,19,8,2,31.5789474,0.8878000
1002,6,19,8,3,31.5789474,0.8858000
1003,6,19,8,4,31.5789474,0.8843000
1004,6,19,8,5,31.5789474,0.8938000
1005,6,19,8,6,31.5789474,0.8862000
1006,6,19,8,7,31.5789474,0.8845000
1007,7,8,2,1,87.5000000,0.9725000
1008,7,8,3,1,87.5000000,0.9687000
1009,7,8,3,2,87.5000000,0.9702000
1010,7,9,2,1,77.7777778,0.9708000
1011,7,9,3,1,77.7777778,0.9656000
1012,7,9,3,2,77.7777778,0.9669000
1013,7,10,2,1,70.0000000,0.9581000
1014,7,10,3,1,70.0000000,0.9514000
1015,7,10,3,2,70.0000000,0.9534000
1016,7,10,4,1,70.0000000,0.9536000
1017,7,10,4,2,70.0000000,0.9523000
1018,7,10,4,3,70.0000000,0.9547000
1019,7,11,2,1,63.6363636,0.9556000
1020,7,11,3,1,63.6363636,0.9519000
1021,7,11,3,2,63.6363636,0.9502000
1022,7,11,4,1,63.6363636,0.9476000
1023,7,11,4,2,63.6363636,0.9518000
1024,7,11,4,3,63.6363636,0.9484000
1025,7,12,2,1,58.3333333,0.9430000
1026,7,12,3,1,58.3333333,0.9331000
1027,7,12,3,2,58.3333333,0.9387000
1028,7,12,4,1,58.3333333,0.9395000
1029,7,12,4,2,58.3333333,0.9372000
1030,7,12,4,3,58.3333333,0.9374000
1031,7,12,5,1,58.3333333,0.9403000
1032,7,12,5,2,58.3333333,0.9422000
1033,7,12,5,3,58.3333333,0.9387000
1034,7,12,5,4,58.3333333,0.9405000
1035,7,13,2,1,53.8461538,0.9412000
1036,7,13,3,1,53.8461538,0.9393000
1037,7,13,3,2,53.8461538,0.9348000
1038,7,13,4,1,53.8461538,0.9344000
1039,7,13,4,2,53.8461538,0.9376000
1040,7,13,4,3,53.8461538,0.9335000
1041,7,13,5,1,53.8461538,0.9394000
1042,7,13,5,2,53.8461538,0.9369000
1043,7,13,5,3,53.8461538,0.9382000
1044,7,13,5,4,53.8461538,0.9424000
1045,7,14,2,1,50.0000000,0.9285000
1046,7,14,3,1,50.0000000,0.9256000
1047,7,14,3,2,50.0000000,0.9268000
1048,7,14,4,1,50.0000000,0.9300000
1049,7,14,4,2,50.0000000,0.9304000
1050,7,14,4,3,50.0000000,0.9275000
1051,7,14,5,1,50.0000000,0.9251000
1052,7,14,5,2,50.0000000,0.9279000
1053,7,14,5,3,50.0000000,0.9273000
1054,7,14,5,4,50.0000000,0.9262000
1055,7,14,6,1,50.0000000,0.9248000
1056,7,14,6,2,50.0000000,0.9263000
1057,7,14,6,3,50.0000000,0.9281000
1058,7,14,6,4,50.0000000,0.9276000
1059,7,14,6,5,50.0000000,0.9313000
1060,7,15,2,1,46.6666667,0.9205000
1061,7,15,3,1,46.6666667,0.9236000
1062,7,15,3,2,46.6666667,0.9208000
1063,7,15,4,1,46.6666667,0.9270000
1064,7,15,4,2,46.6666667,0.9288000
1065,7,15,4,3,46.6666667,0.9217000
1066,7,15,5,1,46.6666667,0.9244000
1067,7,15,5,2,46.6666667,0.9283000
1068,7,15,5,3,46.6666667,0.9313000
1069,7,15,5,4,46.6666667,0.9282000
1070,7,15,6,1,46.6666667,0.9249000
1071,7,15,6,2,46.6666667,0.9257000
1072,7,15,6,3,46.6666667,0.9221000
1073,7,15,6,4,46.6666667,0.9310000
1074,7,15,6,5,46.6666667,0.9274000
1075,7,16,2,1,43.7500000,0.9249000
1076,7,16,3,1,43.7500000,0.9210000
1077,7,16,3,2,43.7500000,0.9145000
1078,7,16,4,1,43.7500000,0.9151000
1079,7,16,4,2,43.7500000,0.9159000
1080,7,16,4,3,43.7500000,0.9197000
1081,7,16,5,1,43.7500000,0.9170000
1082,7,16,5,2,43.7500000,0.9164000
1083,7,16,5,3,43.7500000,0.9198000
1084,7,16,5,4,43.7500000,0.9210000
1085,7,16,6,1,43.7500000,0.9215000
1086,7,16,6,2,43.7500000,0.9173000
1087,7,16,6,3,43.7500000,0.9199000
1088,7,16,6,4,43.7500000,0.9182000
1089,7,16,6,5,43.7500000,0.9187000
1090,7,16,7,1,43.7500000,0.9187000
1091,7,16,7,2,43.7500000,0.9168000
1092,7,16,7,3,43.7500000,0.9212000
1093,7,16,7,4,43.7500000,0.9172000
1094,7,16,7,5,43.7500000,0.9213000
1095,7,16,7,6,43.7500000,0.9180000
1096,7,17,2,1,41.1764706,0.9140000
1097,7,17,3,1,41.1764706,0.9140000
1098,7,17,3,2,41.1764706,0.9169000
1099,7,17,4,1,41.1764706,0.9163000
1100,7,17,4,2,41.1764706,0.9203000
1101,7,17,4,3,41.1764706,0.9160000
1102,7,17,5,1,41.1764706,0.9200000
1103,7,17,5,2,41.1764706,0.9170000
1104,7,17,5,3,41.1764706,0.9171000
1105,7,17,5,4,41.1764706,0.9133000
1106,7,17,6,1,41.1764706,0.9100000
1107,7,17,6,2,41.1764706,0.9174000
1108,7,17,6,3,41.1764706,0.9210000
1109,7,17,6,4,41.1764706,0.9140000
1110,7,17,6,5,41.1764706,0.9194000
1111,7,17,7,1,41.1764706,0.9183000
1112,7,17,7,2,41.1764706,0.9179000
1113,7,17,7,3,41.1764706,0.9158000
1114,7,17,7,4,41.1764706,0.9207000
1115,7,17,7,5,41.1764706,0.9200000
1116,7,17,7,6,41.1764706,0.9197000
1117,7,18,2,1,38.8888889,0.9096000
1118,7,18,3,1,38.8888889,0.9074000
1119,7,18,3,2,38.8888889,0.9055000
1120,7,18,4,1,38.8888889,0.9076000
1121,7,18,4,2,38.8888889,0.9034000
1122,7,18,4,3,38.8888889,0.9070000
1123,7,18,5,1,38.8888889,0.9091000
1124,7,18,5,2,38.8888889,0.9132000
1125,7,18,5,3,38.8888889,0.9068000
1126,7,18,5,4,38.8888889,0.9092000
1127,7,18,6,1,38.8888889,0.9125000
1128,7,18,6,2,38.8888889,0.9049000
1129,7,18,6,3,38.8888889,0.9098000
1130,7,18,6,4,38.8888889,0.9114000
1131,7,18,6,5,38.8888889,0.9081000
1132,7,18,7,1,38.8888889,0.9105000
1133,7,18,7,2,38.8888889,0.9111000
1134,7,18,7,3,38.8888889,0.9119000
1135,7,18,7,4,38.8888889,0.9131000
1136,7,18,7,5,38.8888889,0.9113000
1137,7,18,7,6,38.8888889,0.9082000
1138,7,18,8,1,38.8888889,0.9099000
1139,7,18,8,2,38.8888889,0.9143000
1140,7,18,8,3,38.8888889,0.9111000
1141,7,18,8,4,38.8888889,0.9121000
1142,7,18,8,5,38.8888889,0.9117000
1143,7,18,8,6,38.8888889,0.9108000
1144,7,18,8,7,38.8888889,0.9148000
1145,7,19,2,1,36.8421053,0.9035000
1146,7,19,3,1,36.8421053,0.9054000
1147,7,19,3,2,36.8421053,0.9005000
1148,7,19,4,1,36.8421053,0.9076000
1149,7,19,4,2,36.8421053,0.9066000
1150,7,19,4,3,36.8421053,0.9101000
1151,7,19,5,1,36.8421053,0.9080000
1152,7,19,5,2,36.8421053,0.9050000
1153,7,19,5,3,36.8421053,0.9100000
1154,7,19,5,4,36.8421053,0.9115000
1155,7,19,6,1,36.8421053,0.9128000
1156,7,19,6,2,36.8421053,0.9119000
1157,7,19,6,3,36.8421053,0.9160000
1158,7,19,6,4,36.8421053,0.9114000
1159,7,19,6,5,36.8421053,0.9060000
1160,7,19,7,1,36.8421053,0.9111000
1161,7,19,7,2,36.8421053,0.9038000
1162,7,19,7,3,36.8421053,0.9107000
1163,7,19,7,4,36.8421053,0.9106000
1164,7,19,7,5,36.8421053,0.9072000
1165,7,19,7,6,36.8421053,0.9088000
1166,7,19,8,1,36.8421053,0.9096000
1167,7,19,8,2,36.8421053,0.9108000
1168,7,19,8,3,36.8421053,0.9156000
1169,7,19,8,4,36.8421053,0.9140000
1170,7,19,8,5,36.8421053,0.9069000
1171,7,19,8,6,36.8421053,0.9169000
1172,7,19,8,7,36.8421053,0.9106000
